yourlist:M20180720A7434721E10EE6586998A056CCD0537E950197S	isomap:M20180720A7434721E10EE6586998A056CCD0537E950197S	Entry	Entry name	Status	Protein names	Gene names	Organism	Cross-reference (RefSeq)
YPO3548		Q0WBA3	Q0WBA3_YERPE	unreviewed	Penicillin-binding protein activator LpoA (PBP activator LpoA)	lpoA YPO3548	Yersinia pestis	WP_002228200.1;YP_002348435.1;
YPO3550		Q8ZB74	DIAA_YERPE	reviewed	DnaA initiator-associating protein DiaA	diaA YPO3550 y0122 YP_3804	Yersinia pestis	WP_002210146.1;YP_002348437.1;
YPO3551		Q74PT1	Q74PT1_YERPE	unreviewed	Putative exported protein	YPO3551	Yersinia pestis	WP_002210145.1;YP_002348438.1;
YPO3552		Q8ZB72	MTGA_YERPE	reviewed	Biosynthetic peptidoglycan transglycosylase (EC 2.4.1.129) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA YPO3552 y0124 YP_3806	Yersinia pestis	WP_002210144.1;YP_002348439.1;
YPO3553		Q7CL99	Q7CL99_YERPE	unreviewed	Glyoxalase	elb2 YPO3553	Yersinia pestis	WP_002210143.1;YP_002348440.1;
YPO3555		Q7CL98	Q7CL98_YERPE	unreviewed	Aerobic respiration control sensor protein (EC 2.7.13.3)	arcB YPO3555	Yersinia pestis	WP_002210142.1;YP_002348442.1;
YPO3557		Q0WB94	Q0WB94_YERPE	unreviewed	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	aspB YPO3557	Yersinia pestis	
YPO3558		Q74PS5	Q74PS5_YERPE	unreviewed	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	aspB YPO3558	Yersinia pestis	WP_002210138.1;YP_002348445.1;
YPO3559		Q0WB92	Q0WB92_YERPE	unreviewed	Putative exported protein	YPO3559	Yersinia pestis	WP_002210137.1;YP_002348446.1;
YPO3560		Q7CL97	Q7CL97_YERPE	unreviewed	Putative stringent starvation protein B	sspB YPO3560	Yersinia pestis	WP_002216203.1;YP_002348447.1;
YPO3561		Q7CL96	Q7CL96_YERPE	unreviewed	Putative stringent starvation protein A	pog YPO3561	Yersinia pestis	WP_002210135.1;YP_002348448.1;
YPO3562		Q8ZB62	RS9_YERPE	reviewed	30S ribosomal protein S9	rpsI YPO3562 y0133 YP_3817	Yersinia pestis	WP_002210133.1;YP_002348449.1;
YPO3563		Q0WB88	RL13_YERPE	reviewed	50S ribosomal protein L13	rplM YPO3563 y0134 YP_3818	Yersinia pestis	WP_002210132.1;YP_002348450.1;
YPO3565		Q7CL95	Q7CL95_YERPE	unreviewed	Putative membrane protein	YPO3565	Yersinia pestis	WP_002210130.1;YP_002348452.1;
YPO3566		Q74PR7	Q74PR7_YERPE	unreviewed	Periplasmic serine endoprotease DegP-like (EC 3.4.21.107)	degQ YPO3566	Yersinia pestis	WP_002218066.1;YP_002348453.1;
YPO3568		Q7CL94	Q7CL94_YERPE	unreviewed	Protease (EC 3.4.21.-)	degS YPO3568	Yersinia pestis	WP_002210128.1;YP_002348455.1;
YPO3569		Q8ZB56	MURA_YERPE	reviewed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA YPO3569 y0140 YP_3824	Yersinia pestis	WP_002210127.1;YP_002348456.1;
YPO3570		Q7CL93	Q7CL93_YERPE	unreviewed	BolA-like protein	YPO3570	Yersinia pestis	WP_002228202.1;YP_002348457.1;
YPO3571		Q7CL92	Q7CL92_YERPE	unreviewed	Putative anti-sigma B factor antagonist	YPO3571	Yersinia pestis	WP_002210125.1;YP_002348458.1;
YPO3572		Q7CL91	Q7CL91_YERPE	unreviewed	Putative exported protein	yrbC YPO3572	Yersinia pestis	WP_002210124.1;YP_002348459.1;
YPO3573		Q0WB78	Q0WB78_YERPE	unreviewed	Putative membrane protein	yrbD YPO3573	Yersinia pestis	WP_002210123.1;YP_002348460.1;
YPO3574		Q7CL90	Q7CL90_YERPE	unreviewed	Putative membrane protein	yrbE YPO3574	Yersinia pestis	WP_002210122.1;YP_002348461.1;
YPO3575		Q7CL89	Q7CL89_YERPE	unreviewed	Putative ABC transporter ATP-binding protein	yrbF YPO3575	Yersinia pestis	WP_002210121.1;YP_002348462.1;
YPO3577		Q8D1Q8	KDSD_YERPE	reviewed	Arabinose 5-phosphate isomerase KdsD (API) (L-API) (EC 5.3.1.13)	kdsD YPO3577 y0149 YP_3832	Yersinia pestis	WP_002210119.1;YP_002348464.1;
YPO3579		Q7CL87	Q7CL87_YERPE	unreviewed	Lipopolysaccharide export system protein LptC	yrbK lptC YPO3579	Yersinia pestis	WP_002218352.1;YP_002348466.1;
YPO3580		Q0WB71	Q0WB71_YERPE	unreviewed	Lipopolysaccharide export system protein LptA	lptA YPO3580	Yersinia pestis	WP_002210117.1;YP_002348467.1;
YPO3581		Q7CL86	Q7CL86_YERPE	unreviewed	Probable ABC transporter ATP-binding protein	yhbG YPO3581	Yersinia pestis	WP_002210116.1;YP_002348468.1;
YPO3582		Q7CL85	Q7CL85_YERPE	unreviewed	RNA polymerase sigma-54 factor	glnF YPO3582	Yersinia pestis	WP_002210115.1;YP_002348469.1;
YPO3585		Q0WB68	Q0WB68_YERPE	unreviewed	Nitrogen regulatory IIA protein (EC 2.7.1.69)	ptsN YPO3585	Yersinia pestis	WP_002213952.1;YP_002348470.1;
YPO3586		Q8ZB41	RAPZ_YERPE	reviewed	RNase adapter protein RapZ	rapZ YPO3586 y0158 YP_3840	Yersinia pestis	WP_002210113.1;YP_002348471.1;
YPO3588		Q8ZB39	PYRB_YERPE	reviewed	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB YPO3588 y0161 YP_3842	Yersinia pestis	WP_002210111.1;YP_002348473.1;
YPO3589		Q8ZB38	PYRI_YERPE	reviewed	Aspartate carbamoyltransferase regulatory chain	pyrI YPO3589 y0162 YP_3843	Yersinia pestis	WP_002210110.1;YP_002348474.1;
YPO3590		Q0WB63	Q0WB63_YERPE	unreviewed	Uncharacterized protein	YPO3590	Yersinia pestis	WP_002210109.1;YP_002348475.1;
YPO3605		Q74PG2	Q74PG2_YERPE	unreviewed	Uncharacterized protein	YPO3605	Yersinia pestis	WP_002213878.1;
YPO3610		Q7CL34	Q7CL34_YERPE	unreviewed	Uncharacterized protein	YPO3610	Yersinia pestis	WP_002213869.1;YP_002348495.1;
YPO3612		Q0WB41	Q0WB41_YERPE	unreviewed	Putative transcriptional regulatory protein	YPO3612	Yersinia pestis	WP_002210018.1;YP_002348497.1;
YPO3617		Q7CL38	Q7CL38_YERPE	unreviewed	Uncharacterized protein	YPO3617	Yersinia pestis	WP_002210024.1;YP_002348502.1;
YPO3628		Q7CL46	Q7CL46_YERPE	unreviewed	Putative DNA-damage-inducible protein	YPO3628	Yersinia pestis	WP_002210038.1;
YPO3629		Q7CL47	Q7CL47_YERPE	unreviewed	Putative xanthine/uracil permease	yjcD YPO3629	Yersinia pestis	WP_002210039.1;YP_002348514.1;
YPO3630		Q0WB23	Q0WB23_YERPE	unreviewed	Putative putative Na(+)/H(+) exchanger protein	yjcE YPO3630	Yersinia pestis	WP_002215816.1;YP_002348515.1;
YPO3631		Q0WB22	Q0WB22_YERPE	unreviewed	Putative exported protein	YPO3631	Yersinia pestis	WP_002210041.1;YP_002348516.1;
YPO3633		Q7CL48	Q7CL48_YERPE	unreviewed	Putative periplasmic binding protein	YPO3633	Yersinia pestis	WP_002228207.1;YP_002348518.1;
YPO3634		Q7CL49	Q7CL49_YERPE	unreviewed	ABC transporter ATP binding protein	YPO3634	Yersinia pestis	WP_002210044.1;YP_002348519.1;
YPO3637		Q0WB16	Q0WB16_YERPE	unreviewed	Putative carbohydrate kinase	YPO3637	Yersinia pestis	WP_002210047.1;YP_002348522.1;
YPO3639		Q7CL53	Q7CL53_YERPE	unreviewed	Putative glutathione S-transferase	yghU YPO3639	Yersinia pestis	WP_002210049.1;YP_002348524.1;
YPO3641		Q7CL55	Q7CL55_YERPE	unreviewed	Uncharacterized protein	YPO3641	Yersinia pestis	WP_002210051.1;YP_002348526.1;
YPO3643		O34279	O34279_YERPE	unreviewed	Major cold shock protein Cspa2	cspa2 YPO3643	Yersinia pestis	WP_002210052.1;YP_002348528.1;
YPO3646		Q0WB07	Q0WB07_YERPE	unreviewed	Outer membrane lipoprotein	pcp YPO3646	Yersinia pestis	WP_002210054.1;YP_002348531.1;
YPO3647		Q7CL57	Q7CL57_YERPE	unreviewed	Uncharacterized protein	YPO3647	Yersinia pestis	WP_002222007.1;YP_002348532.1;
YPO3648		Q7CL58	Q7CL58_YERPE	unreviewed	Putative 2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	YPO3648	Yersinia pestis	WP_002210056.1;YP_002348533.1;
YPO3649		Q0WB04	Q0WB04_YERPE	unreviewed	Putative gamma carboxymuconolactone decarboxylase (EC 4.1.1.44)	YPO3649	Yersinia pestis	WP_002217470.1;YP_002348534.1;
YPO3651		Q0WB02	Q0WB02_YERPE	unreviewed	Putative GntR-family transcriptional regulatory protein	YPO3651	Yersinia pestis	WP_002210059.1;YP_002348536.1;
YPO3652		Q7CL60	Q7CL60_YERPE	unreviewed	Uncharacterized protein	YPO3652	Yersinia pestis	WP_002210060.1;YP_002348537.1;
YPO3654		Q8ZAX8	FIS_YERPE	reviewed	DNA-binding protein Fis	fis YPO3654 y0214 YP_3893	Yersinia pestis	WP_002210061.1;YP_002348539.1;
YPO3655		Q8ZAX7	DUSB_YERPE	reviewed	tRNA-dihydrouridine synthase B (EC 1.3.1.-)	dusB YPO3655 y0213 YP_3892	Yersinia pestis	WP_002210062.1;YP_002348540.1;
YPO3656		Q8ZAX6	PRMA_YERPE	reviewed	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA YPO3656 y0212 YP_3891	Yersinia pestis	WP_002220963.1;YP_002348541.1;
YPO3657		Q0WAZ6	Q0WAZ6_YERPE	unreviewed	Sodium/pantothenate symporter	panF YPO3657	Yersinia pestis	WP_002210065.1;YP_002348542.1;
YPO3658		Q7CL62	Q7CL62_YERPE	unreviewed	Biotin carboxylase (EC 6.3.4.14)	accC YPO3658	Yersinia pestis	WP_002210069.1;YP_002348544.1;
YPO3659		Q0WAZ3	Q0WAZ3_YERPE	unreviewed	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	accB YPO3659	Yersinia pestis	WP_002210070.1;YP_002348545.1;
YPO3660		Q8ZAX1	AROQ_YERPE	reviewed	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	aroQ YPO3660 y0207 YP_3886	Yersinia pestis	WP_002210071.1;YP_002348546.1;
YPO3662		Q8ZAW9	MSRP_YERPE	reviewed	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)	msrP YPO3662 y0205 YP_3884	Yersinia pestis	WP_002210073.1;YP_002348548.1;
YPO3663		Q7CL63	Q7CL63_YERPE	unreviewed	Probable zinc-binding dehydrogenase	yhdH YPO3663	Yersinia pestis	WP_002210074.1;YP_002348549.1;
YPO3665		Q7CL65	Q7CL65_YERPE	unreviewed	Rod shape-determining protein MreB	envB YPO3665	Yersinia pestis	WP_002228205.1;YP_002348551.1;
YPO3666		Q7CL66	Q7CL66_YERPE	unreviewed	Cell shape-determining protein MreC (Cell shape protein MreC)	mreC YPO3666	Yersinia pestis	WP_002210076.1;YP_002348552.1;
YPO3668		P58636	Y3668_YERPE	reviewed	Maf-like protein YPO3668/y0197/YP_3878	YPO3668 y0197 YP_3878	Yersinia pestis	WP_002210078.1;YP_002348554.1;
YPO3669		Q7CL68	Q7CL68_YERPE	unreviewed	Ribonuclease G (EC 3.1.4.-)	cafA YPO3669	Yersinia pestis	WP_002210079.1;YP_002348555.1;
YPO3670		Q74PM2	Q74PM2_YERPE	unreviewed	Putative exported protein	YPO3670	Yersinia pestis	WP_002210080.1;YP_002348556.1;
YPO3671		Q7CL69	Q7CL69_YERPE	unreviewed	Putative carbon-nitrogen hydrolase	YPO3671	Yersinia pestis	WP_002210081.1;YP_002348557.1;
YPO3672		Q7CL70	Q7CL70_YERPE	unreviewed	Putative modulator of DNA gyrase	tldD YPO3672	Yersinia pestis	WP_002210082.1;YP_002348558.1;
YPO3673		Q7CL71	Q7CL71_YERPE	unreviewed	Putative insecticidal toxin	YPO3673	Yersinia pestis	WP_002210083.1;YP_002348559.1;
YPO3676		Q0WAX6	Q0WAX6_YERPE	unreviewed	Putative phage-related protein	YPO3676	Yersinia pestis	WP_002210087.1;YP_002348562.1;
YPO3678		Q74PN2	Q74PN2_YERPE	unreviewed	Insecticidal toxin complex	tcaC YPO3678	Yersinia pestis	WP_002210089.1;YP_002348564.1;
YPO3681		Q0WAX3	Q0WAX3_YERPE	unreviewed	Putative insecticial toxin	YPO3681	Yersinia pestis	WP_002210090.1;YP_002348565.1;
YPO3683		Q7CL73	Q7CL73_YERPE	unreviewed	Probable lysR-family transcriptional regulatory protein	YPO3683	Yersinia pestis	WP_002210092.1;YP_002348567.1;
YPO3690		Q7CL77	Q7CL77_YERPE	unreviewed	Putative ribonuclease inhibitor	YPO3690	Yersinia pestis	WP_002210098.1;YP_002348572.1;
YPO3691		Q8ZAU5	Y3691_YERPE	reviewed	UPF0307 protein YPO3691/y0172/YP_3853	YPO3691 y0172 YP_3853	Yersinia pestis	WP_002210099.1;YP_002348573.1;
YPO3692		Q7CL78	Q7CL78_YERPE	unreviewed	Putative modulator of DNA gyrase	pmbA YPO3692	Yersinia pestis	WP_002210100.1;YP_002348574.1;
YPO3693		Q0WAW3	Q0WAW3_YERPE	unreviewed	Uncharacterized protein	YPO3693	Yersinia pestis	WP_002228204.1;YP_002348575.1;
YPO3694		Q8ZAU2	C5622_YERPE	reviewed	Probable soluble cytochrome b562 2 (Cytochrome b-562 2)	cybC2 cybC YPO3694 y0169 YP_3850	Yersinia pestis	WP_002210102.1;YP_002348576.1;
YPO3695		Q7CL79	Q7CL79_YERPE	unreviewed	Regulator of nucleoside diphosphate kinase	rnk YPO3695	Yersinia pestis	WP_002210103.1;YP_002348577.1;
YPO3696		Q7CL80	Q7CL80_YERPE	unreviewed	Putative trehalose-6-phosphate hydrolase (EC 3.2.1.93)	olgH YPO3696	Yersinia pestis	WP_002210104.1;YP_002348578.1;
YPO3697		Q7CL81	Q7CL81_YERPE	unreviewed	PTS system, trehalose-specific IIBC component (EC 2.7.1.69)	treB YPO3697	Yersinia pestis	
YPO3698		Q7CL82	Q7CL82_YERPE	unreviewed	Trehalose operon repressor	treR YPO3698	Yersinia pestis	WP_002210106.1;YP_002348580.1;
YPO3699		Q7CL83	Q7CL83_YERPE	unreviewed	Putative exported protein	YPO3699	Yersinia pestis	WP_002210107.1;YP_002348581.1;
YPO3706		Q7CLD3	Q7CLD3_YERPE	unreviewed	Uncharacterized protein	YPO3706	Yersinia pestis	WP_002212099.1;YP_002348587.1;
YPO3707		Q0WAV0	Q0WAV0_YERPE	unreviewed	Uncharacterized protein	YPO3707	Yersinia pestis	WP_002212098.1;YP_002348588.1;
YPO3708		Q7CLD4	Q7CLD4_YERPE	unreviewed	Uncharacterized protein	YPO3708	Yersinia pestis	WP_002212097.1;YP_002348589.1;
YPO3710		Q7CLD5	Q7CLD5_YERPE	unreviewed	Maltose operon periplasmic protein	malM YPO3710	Yersinia pestis	WP_002228190.1;YP_002348591.1;
YPO3711		Q8ZAS9	LAMB1_YERPE	reviewed	Maltoporin-1 (Maltose-inducible porin 1)	lamB1 lamB YPO3711 y0032 YP_3073	Yersinia pestis	WP_002212092.1;YP_002348592.1;
YPO3712		Q8ZAS8	MALK_YERPE	reviewed	Maltose/maltodextrin import ATP-binding protein MalK (EC 3.6.3.19)	malK YPO3712 y0031 YP_3074	Yersinia pestis	WP_002212091.1;YP_002348593.1;
YPO3714		Q7CLD8	Q7CLD8_YERPE	unreviewed	Maltodextrin-binding protein	malE YPO3714	Yersinia pestis	WP_002212089.1;YP_002348595.1;
YPO3715		Q74RF9	MALF_YERPE	reviewed	Maltose/maltodextrin transport system permease protein MalF	malF YPO3715 y0027 YP_3077	Yersinia pestis	YP_002348596.1;
YPO3718		Q8ZAS2	G6PI_YERPE	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi YPO3718 y0024 YP_3080	Yersinia pestis	WP_002212085.1;YP_002348599.1;
YPO3719		Q7CLD9	Q7CLD9_YERPE	unreviewed	Aspartokinase (EC 2.7.2.4)	apk YPO3719	Yersinia pestis	WP_002212084.1;YP_002348600.1;
YPO3722		Q7CLE0	Q7CLE0_YERPE	unreviewed	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	metH YPO3722	Yersinia pestis	WP_002212080.1;YP_002348603.1;
YPO3724		Q8ZAR7	ACEK_YERPE	reviewed	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	aceK YPO3724 y0018 YP_3086	Yersinia pestis	WP_002212079.1;YP_002348604.1;
YPO3725		Q7CLE1	Q7CLE1_YERPE	unreviewed	Isocitrate lyase (EC 4.1.3.1)	aceA YPO3725	Yersinia pestis	WP_002212078.1;YP_002348605.1;
YPO3726		Q0WAT2	Q0WAT2_YERPE	unreviewed	Malate synthase A (EC 2.3.3.9)	aceB YPO3726	Yersinia pestis	WP_002212077.1;YP_002348606.1;
YPO3727		Q8ZAR4	METAS_YERPE	reviewed	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	metAS YPO3727 y0013 YP_3089	Yersinia pestis	WP_002212076.1;YP_002348607.1;
YPO3728		Q8ZAR3	PUR9_YERPE	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH YPO3728 y0502 YP_3091	Yersinia pestis	WP_002210692.1;YP_002348608.1;
YPO3729		Q8ZAR2	PUR2_YERPE	reviewed	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD YPO3729 y0501 YP_3092	Yersinia pestis	WP_002210691.1;YP_002348609.1;
YPO3731		Q7CKT4	Q7CKT4_YERPE	unreviewed	DNA-binding protein HU-alpha	hupA YPO3731	Yersinia pestis	WP_002210689.1;YP_002348611.1;
YPO3732		Q7CKT5	Q7CKT5_YERPE	unreviewed	Uncharacterized protein	YPO3732	Yersinia pestis	WP_002210688.1;YP_002348612.1;
YPO3734		Q8ZAQ7	DCUP_YERPE	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE YPO3734 y0496 YP_3097	Yersinia pestis	WP_002210686.1;YP_002348614.1;
YPO3736		Q8ZAQ5	NUDC_YERPE	reviewed	NADH pyrophosphatase (EC 3.6.1.22)	nudC YPO3736 y0493 YP_3099	Yersinia pestis	WP_002210684.1;YP_002348616.1;
YPO3737		Q7CKT7	RSD_YERPE	reviewed	Regulator of sigma D	rsd YPO3737 y0492 YP_3100	Yersinia pestis	WP_002210683.1;YP_002348617.1;
YPO3742		Q8ZAP9	THIG_YERPE	reviewed	Thiazole synthase (EC 2.8.1.10)	thiG YPO3742 y0488 YP_3106	Yersinia pestis	WP_002217273.1;
YPO3743		Q0WAR5	Q0WAR5_YERPE	unreviewed	Thiamine biosynthesis protein ThiH	thiH YPO3743	Yersinia pestis	WP_002210678.1;YP_002348623.1;
YPO3746		Q8D1H3	RPOC_YERPE	reviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC YPO3746 y0485 YP_3109	Yersinia pestis	WP_002210677.1;YP_002348626.1;
YPO3747		Q8ZAP5	RPOB_YERPE	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB YPO3747 y0484 YP_3110	Yersinia pestis	WP_002210676.1;YP_002348627.1;
YPO3748		Q8ZAP4	RL7_YERPE	reviewed	50S ribosomal protein L7/L12	rplL YPO3748 y0483 YP_3111	Yersinia pestis	WP_002210675.1;YP_002348628.1;
YPO3749		Q8ZAP3	RL10_YERPE	reviewed	50S ribosomal protein L10	rplJ YPO3749 y0482 YP_3112	Yersinia pestis	WP_002210674.1;YP_002348629.1;
YPO3750		Q8ZAP2	RL1_YERPE	reviewed	50S ribosomal protein L1	rplA YPO3750 y0481 YP_3113	Yersinia pestis	WP_002210673.1;YP_002348630.1;
YPO3751		Q8ZAP1	RL11_YERPE	reviewed	50S ribosomal protein L11	rplK YPO3751 y0480 YP_3114	Yersinia pestis	WP_002210672.1;YP_002348631.1;
YPO3752		Q8ZAP0	NUSG_YERPE	reviewed	Transcription termination/antitermination protein NusG	nusG YPO3752 y0479 YP_3115	Yersinia pestis	WP_002210671.1;YP_002348632.1;
YPO3754		Q8ZAN8	EFTU2_YERPE	reviewed	Elongation factor Tu-B (EF-Tu-B)	tufB YPO3754 y0477 YP_3117	Yersinia pestis	WP_002210669.1;YP_002348634.1;
YPO3758		Q8ZAN6	COAA_YERPE	reviewed	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	coaA YPO3758 y0473 YP_3290	Yersinia pestis	WP_002212290.1;YP_002348638.1;
YPO3759		Q7CKU2	Q7CKU2_YERPE	unreviewed	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	bioR birA YPO3759	Yersinia pestis	WP_002212289.1;YP_002348639.1;
YPO3760		Q8ZAN4	MURB_YERPE	reviewed	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB YPO3760 y0471 YP_3288	Yersinia pestis	WP_002212288.1;YP_002348640.1;
YPO3761		Q7CKU3	Q7CKU3_YERPE	unreviewed	Protoporphyrinogen oxidase (EC 1.3.3.4)	hemG YPO3761	Yersinia pestis	WP_002215920.1;YP_002348641.1;
YPO3762		Q7CKU4	Q7CKU4_YERPE	unreviewed	Trk system potassium uptake protein	trkH YPO3762	Yersinia pestis	WP_002211550.1;YP_002348642.1;
YPO3765		Q0WAP4	PEPQ_YERPE	reviewed	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Proline dipeptidase) (Prolidase)	pepQ YPO3765 y0465 YP_3283	Yersinia pestis	WP_002211547.1;YP_002348644.1;
YPO3766		Q8ZAN0	FADB_YERPE	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB YPO3766 y0464 YP_3282	Yersinia pestis	WP_002211546.1;YP_002348645.1;
YPO3767		Q8ZAM9	FADA_YERPE	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA YPO3767 y0463 YP_3281	Yersinia pestis	WP_002211545.1;YP_002348646.1;
YPO3768		Q0WAP1	Q0WAP1_YERPE	unreviewed	NAD(P)H-flavin reductase (EC 1.5.1.-)	fadI YPO3768	Yersinia pestis	WP_002215918.1;YP_002348647.1;
YPO3769		Q0WAP0	UBID_YERPE	reviewed	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	ubiD YPO3769 y0461 YP_3279	Yersinia pestis	WP_002215917.1;YP_002348648.1;
YPO3770		Q7CKU6	Q7CKU6_YERPE	unreviewed	Transcription antitermination protein RfaH	hlyT rfaH YPO3770	Yersinia pestis	WP_002211542.1;YP_002348649.1;
YPO3771		Q7CKU7	Q7CKU7_YERPE	unreviewed	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	hemB YPO3771	Yersinia pestis	WP_002211541.1;YP_002348650.1;
YPO3777		Q8ZAM3	TATB_YERPE	reviewed	Sec-independent protein translocase protein TatB	tatB YPO3777 y0453 YP_3272	Yersinia pestis	WP_002211537.1;YP_002348654.1;
YPO3778		Q8ZAM2	TATA_YERPE	reviewed	Sec-independent protein translocase protein TatA	tatA YPO3778 y0452 YP_3271	Yersinia pestis	WP_002211536.1;YP_002348655.1;
YPO3779		Q8ZAM1	UBIB_YERPE	reviewed	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	ubiB aarF YPO3779 y0451 YP_3270	Yersinia pestis	WP_002211535.1;YP_002348656.1;
YPO3780		Q0WAN1	Q0WAN1_YERPE	unreviewed	Uncharacterized protein	YPO3780	Yersinia pestis	WP_002228185.1;YP_002348657.1;
YPO3781		Q8D1I3	UBIE_YERPE	reviewed	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE YPO3781 y0449 YP_3268	Yersinia pestis	WP_002224024.1;YP_002348658.1;
YPO3782		Q8ZAL8	RMUC_YERPE	reviewed	DNA recombination protein RmuC homolog	rmuC rumC YPO3782 y0448 YP_3267	Yersinia pestis	WP_010981428.1;YP_002348659.1;
YPO3786		Q0WAM5	Q0WAM5_YERPE	unreviewed	Uridine phosphorylase (EC 2.4.2.3)	udp YPO3786	Yersinia pestis	WP_002211528.1;YP_002348663.1;
YPO3787		Q8ZAL4	DLHH_YERPE	reviewed	Putative carboxymethylenebutenolidase (EC 3.1.1.45) (Dienelactone hydrolase) (DLH)	YPO3787 y0443 YP_3262	Yersinia pestis	WP_002228182.1;YP_002348664.1;
YPO3788		Q8ZAL3	METE_YERPE	reviewed	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE YPO3788 y0442 YP_3261	Yersinia pestis	WP_002211526.1;YP_002348665.1;
YPO3792		Q7CKV4	Q7CKV4_YERPE	unreviewed	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	ugpQ YPO3792	Yersinia pestis	WP_002211524.1;YP_002348669.1;
YPO3796		Q7CKV7	UGPB_YERPE	reviewed	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPO3796 y0434 YP_3253	Yersinia pestis	WP_002211520.1;YP_002348673.1;
YPO3808		Q0WAK3	Q0WAK3_YERPE	unreviewed	Branched-chain amino acid-binding protein	livJ YPO3808	Yersinia pestis	WP_002211508.1;YP_002348685.1;
YPO3809		Q0WAK2	Q0WAK2_YERPE	unreviewed	PanD regulatory factor	yhhK panZ YPO3809	Yersinia pestis	WP_002211507.1;YP_002348686.1;
YPO3812		Q7CKW7	Q7CKW7_YERPE	unreviewed	Cell division protein FtsX	ftsS YPO3812	Yersinia pestis	WP_002211505.1;YP_002348689.1;
YPO3813		Q7CKW8	Q7CKW8_YERPE	unreviewed	Cell division ATP-binding protein	ftsE YPO3813	Yersinia pestis	WP_002211504.1;YP_002348690.1;
